age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours per week,native-country,class
45.13168777868583,State-gov,223050.48428389063,Doctorate,16.028597073858176,Never-married,Sales,Not-in-family,White,Female,-0.0019988230466842652,0.0019960561990737917,26.4946723690813,United-States,<=50K
45.56617888616791,Private,203532.47895007336,Bachelors,12.868251868774792,Never-married,Sales,Unmarried,White,Male,-0.0019967205524444582,0.001953372120857239,72.81887494636783,United-States,<=50K
26.051122118629305,Private,221561.51206395339,Bachelors,13.015011483270623,Divorced,Prof-specialty,Unmarried,White,Female,-0.0019966729879379273,0.0019501558542251588,40.00167284727205,United-States,<=50K
26.10946013016209,Private,237457.9848144786,Bachelors,12.992433042005485,Never-married,Sales,Own-child,Black,Male,-0.0019963327646255495,0.001955014705657959,38.98255139496422,United-States,<=50K
45.00980674634667,Private,156363.54206739017,HS-grad,9.26699627690774,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.0019987235069274904,0.001513740062713623,40.00178002500642,United-States,<=50K
56.71834050851877,Private,139874.6837729612,Bachelors,13.289427779475298,Never-married,Prof-specialty,Husband,White,Female,-0.001992813467979431,0.0018946924209594727,40.00151011121381,United-States,<=50K
34.75516749457008,Private,154363.38344315742,Assoc-acdm,12.112323971155108,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,-0.001999003291130066,0.0019420574903488159,50.00611056708552,United-States,<=50K
25.09657869332993,Private,198682.09437245553,Some-college,9.841681838322971,Married-civ-spouse,Other-service,Husband,White,Male,-0.001998534560203552,0.0019723641872406005,40.0010522713672,United-States,<=50K
24.94421946080941,Private,39739.87587036375,HS-grad,9.206483371161344,Never-married,Farming-fishing,Own-child,White,Female,-0.001998612999916077,0.0019867358207702637,18.608735405284662,United-States,<=50K
56.81045521219377,Private,98626.78473668413,Some-college,9.82963986351765,Married-civ-spouse,Adm-clerical,Husband,White,Male,-0.001996780753135681,0.0019533851146698,68.509140516923,United-States,<=50K
58.0368552963499,Self-emp-not-inc,126392.08234987098,Some-college,9.848138785711976,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.001997673511505127,2168.886470921156,40.00135690736879,United-States,<=50K
57.93451484534708,Private,174578.87909905287,HS-grad,9.078541837125846,Divorced,Farming-fishing,Not-in-family,White,Male,-0.0019993916749954225,0.0019019415378570556,40.00151156425584,United-States,<=50K
24.26756760691361,Private,158461.42891864112,HS-grad,9.221183930915123,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.001998144268989563,0.0016966845989227295,40.001546695948726,United-States,<=50K
57.487265537973514,Private,147410.85075112377,HS-grad,9.02226131167258,Widowed,Craft-repair,Wife,White,Female,-0.001995180606842041,0.0016735204458236694,40.001783276439795,United-States,<=50K
35.50618172542809,Private,288993.35286703263,Some-college,9.90523967631437,Never-married,Sales,Not-in-family,White,Male,-0.0019962894916534424,0.0019329115152359009,71.91582897764918,United-States,<=50K
54.59793338977229,private,141837.68314294776,HS-grad,9.030730191936518,Married-civ-spouse,Sales,Wife,Black,Female,-191.91886194140807,0.001962682247161865,39.9146781422838,United-States,>50K
24.980136423778063,Private,286226.32941930066,HS-grad,9.433905263423016,Never-married,Adm-clerical,Own-child,White,Male,-0.0019978657960891726,0.0016336202621459962,40.00107974946607,United-States,<=50K
58.58497785768546,Private,151711.63734614349,HS-grad,9.089894099417107,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.001993125557899475,0.0018710460662841797,40.001689474702964,United-States,>50K
35.058846900366525,Private,227477.1534856498,HS-grad,9.404086506686044,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.0019981982707977294,0.0018924908638000488,63.37906828951412,United-States,<=50K
58.084898770317004,Private,153115.9309077225,HS-grad,9.075833286372356,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0019988769292831423,0.0019587279558181763,52.9904998809452,United-States,<=50K
43.44307274947167,Private,220442.6856437568,Bachelors,13.005730490453512,Divorced,Adm-clerical,Unmarried,White,Female,-0.0019928421974182127,0.0019261270761489868,52.192193817133536,United-States,<=50K
55.64029202369718,Self-emp-not-inc,135673.7475554229,HS-grad,9.126388597663036,Divorced,Other-service,Not-in-family,White,Male,-0.0019987680912017824,0.0019146136045455934,40.00165667748559,United-States,<=50K
43.21425407309617,Private,216168.4849690659,Masters,13.908979918799261,Separated,Protective-serv,Husband,White,Male,-0.001999381899833679,0.0018656471967697145,40.00161309325803,Jamaica,<=50K
34.796679407150855,Private,140092.08202314435,HS-grad,9.092566043891763,Never-married,Craft-repair,Own-child,White,Male,-0.001998509407043457,0.0016512943506240844,40.001563827873355,United-States,<=50K
26.601322965986796,Private,117791.72373767589,9th,5.141441384497806,Never-married,Handlers-cleaners,Not-in-family,White,Female,-0.0019925669431686403,0.0019775627851486206,26.350147967657698,United-States,<=50K
44.891685045219646,Private,166903.1435436761,10th,2.5711651028205056,Never-married,Prof-specialty,Not-in-family,White,Male,-0.001980082392692566,0.0019353797435760498,30.17699957641054,Jamaica,<=50K
34.828540499377354,Self-emp-inc,231722.4904898391,HS-grad,9.126088606657717,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.001997249126434326,0.0016994454860687256,40.00111370062936,United-States,<=50K
55.399598789183045,Private,452884.95943138306,Masters,13.942657736577823,Married-civ-spouse,Prof-specialty,Wife,White,Female,-0.001999038100242615,0.001941953420639038,53.716018089150936,United-States,<=50K
41.38966028582437,Private,230468.00665556532,Masters,14.03396367099879,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019996358156204224,0.0017849196195602417,40.00184348964799,United-States,>50K
58.050529648204694,Private,125531.63782682427,Bachelors,13.037085135710184,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.0019994018077850342,2173.252765244264,52.304325428363114,United-States,>50K
42.5930619779716,Private,130138.09541613396,HS-grad,9.277650489242012,Never-married,Transport-moving,Not-in-family,White,Male,-0.0019953861236572264,0.0016474868059158326,40.00149507022012,United-States,<=50K
75.05143126860523,Private,132037.3747303639,HS-grad,9.244551213549151,Never-married,Adm-clerical,Other-relative,White,Female,-0.001994684934616089,0.001963194727897644,22.538730420229165,United-States,<=50K
58.94886849719451,Private,209278.9601549175,Masters,13.876009097808266,Never-married,Protective-serv,Not-in-family,White,Female,-0.001997558355331421,0.0018707370758056642,40.001552901030664,United-States,<=50K
58.56125188600084,Private,138794.98893627804,HS-grad,9.06070955725056,Divorced,Machine-op-inspct,Not-in-family,White,Male,-0.001998103380203247,0.001933794140815735,52.82383400207982,United-States,<=50K
26.86084886709301,Self-emp-not-inc,133623.93382945942,HS-grad,9.24179481568201,Divorced,Other-service,Own-child,White,Male,-0.001999282717704773,0.0019277181625366212,40.001474228860026,United-States,<=50K
42.64181270846167,Private,216783.51448532287,HS-grad,12.849913180593111,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-0.0019980270862579347,0.0018626388311386109,40.00153583884347,United-States,<=50K
31.966743457489244,Self-emp-not-inc,120055.94959702285,HS-grad,9.113230896436287,Divorced,Other-service,Not-in-family,White,Male,-0.0019983124732971193,0.0018666459321975708,40.00160335624326,United-States,<=50K
45.35192317845243,Private,155935.666200266,HS-grad,12.811599528112307,Divorced,Other-service,Unmarried,White,Female,-0.0019919905662536624,0.0019766745567321776,53.11694584861339,United-States,<=50K
45.18517506087094,State-gov,218819.63239607523,Masters,13.806017310336275,Married-civ-spouse,Adm-clerical,Husband,White,Male,-0.001999728083610535,0.0019776145219802858,52.160199223937404,United-States,>50K
76.06634373368291,Private,251766.55856088304,Masters,13.959551553830751,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-198.63661347185098,0.0018087255954742432,40.001778708697444,United-States,<=50K
23.935838514704038,Private,158343.10711604223,HS-grad,9.154643544369339,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.001997816562652588,0.0019384998083114625,52.80659045568932,United-States,<=50K
33.264224576169944,Private,101336.0225236814,HS-grad,9.275047304149624,Married-civ-spouse,Transport-moving,Husband,White,Male,-0.0019983479976654053,0.0019334400892257692,74.37695686915728,United-States,<=50K
33.722618950378006,State-gov,391035.2124008302,Some-college,9.874235609838163,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0019915143251419067,0.0019897162914276124,80.25815962838169,United-States,<=50K
35.73932575858093,Private,132381.5124031308,HS-grad,9.265728612849886,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.001996776819229126,0.0018413137197494508,50.71285820003597,United-States,>50K
39.330637333464786,Private,144223.0615575294,Masters,13.67841275028841,Never-married,Prof-specialty,Unmarried,White,Female,-0.0019990177154541014,0.001969462513923645,40.001867169738894,United-States,<=50K
34.623796066221836,Private,139470.50000257272,HS-grad,9.142896028430735,Married-civ-spouse,Transport-moving,Husband,White,Female,-0.0019980177879333496,0.001980652451515198,40.00159374749769,United-States,>50K
45.038904175560795,Private,129110.82202762857,HS-grad,9.0796898539733,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.0019982048273086547,0.0018160722255706788,51.9722090503353,United-States,<=50K
58.108656172957936,Private,156731.02903462094,Masters,13.74265656786814,Married-civ-spouse,Prof-specialty,Husband,White,Male,-198.48111559940844,0.0019338370561599733,40.00182713961709,United-States,<=50K
56.085439228712346,Private,208015.75291468945,Masters,5.509091105551375,Never-married,Protective-serv,Not-in-family,White,Male,-0.001998062014579773,0.0018670027256011963,40.001776624323014,Mexico,<=50K
24.645134618912635,Self-emp-inc,233554.52700072058,HS-grad,8.912874845152961,Married-civ-spouse,Farming-fishing,Husband,White,Male,-0.001998317837715149,0.001983885645866394,71.92459295231353,United-States,<=50K
23.78754103554612,Local-gov,155173.19762333133,HS-grad,9.086435767325446,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.0019989607334136962,0.0018601429462432862,40.00131513857949,United-States,<=50K
57.16952245714659,Private,214950.25067132906,HS-grad,9.094373562283605,Divorced,Other-service,Unmarried,Black,Female,-0.0019814079999923707,0.001918527364730835,40.00140832543481,United-States,<=50K
35.68631666367337,Private,139703.10843570557,HS-grad,9.138199752813073,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.0019978818893432618,0.0018311564922332765,52.69322230660558,United-States,<=50K
48.175067245395674,private,295092.8459093319,Assoc-voc,10.645697006838203,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019979326725006103,0.0018695089817047119,40.00144018256772,United-States,<=50K
34.491646752655086,Private,151655.467035227,Bachelors,13.067587772429428,Never-married,Sales,Not-in-family,White,Male,-0.0019997570514678955,0.00189815354347229,52.21905044813225,United-States,<=50K
41.89611286281323,Private,233988.9335095295,Assoc-voc,13.997241672989032,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0019987902641296386,0.001992032289505005,40.00145025229562,United-States,>50K
32.57889411962267,Private,445119.1551624838,Some-college,9.833413645214694,Married-civ-spouse,Adm-clerical,Husband,White,Female,-177.79046522973113,0.0018621681928634643,53.63265323906395,United-States,>50K
73.32015478803206,Private,202176.05546627005,HS-grad,9.089919641418735,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,-0.0019971240758895874,2179.512901054559,40.001351400614865,United-States,<=50K
58.55349095426732,Local-gov,111203.11760540432,Masters,13.788417115563039,Married-civ-spouse,Other-service,Husband,Black,Female,-0.0019950748682022097,0.0018858548402786255,40.00166103160489,United-States,<=50K
44.53099254436454,Federal-gov,137317.40018721446,HS-grad,9.437128376632153,Divorced,Craft-repair,Not-in-family,White,Male,-0.001998754382133484,0.0018718502521514893,52.292360667274885,United-States,<=50K
54.167398436348385,Local-gov,144752.39260726236,HS-grad,9.197246661447483,Married-civ-spouse,Adm-clerical,Husband,White,Female,-0.001986894249916077,0.0019100202322006226,40.001577848793154,United-States,<=50K
34.739846453533275,Local-gov,430492.16191263095,HS-grad,9.198106379327232,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,-0.0019944311380386353,0.0019774773120880126,40.00094874173511,United-States,<=50K
44.203177834505624,State-gov,138942.0311431525,Bachelors,13.069808705647015,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.00199665105342865,0.0018846205472946168,40.001688242913374,United-States,<=50K
44.534482216935515,Local-gov,137872.80896478854,Masters,13.70439266319049,Married-civ-spouse,Prof-specialty,Husband,White,Female,-0.0019991521835327148,0.001969443678855896,40.00162880480397,United-States,<=50K
26.843808399407962,Private,298110.57782716583,Some-college,9.99464547066492,Never-married,Sales,Own-child,White,Male,-0.001998136043548584,0.0017736170291900635,40.0009482681762,United-States,<=50K
30.553882950242937,Private,427028.80289840203,Some-college,9.984967288443624,Never-married,Sales,Not-in-family,White,Male,-0.0019865915775299074,0.001843184232711792,68.48767057824357,United-States,<=50K
57.99367796303962,Private,304772.194437261,Some-college,9.81339018725027,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019979772567749023,0.0015309543609619142,40.00138038802255,United-States,<=50K
34.48569098408188,Private,357051.4795760842,Some-college,10.100519382287574,Married-civ-spouse,Prof-specialty,Husband,White,Female,-0.001996182918548584,0.0018756728172302246,40.00160571861375,United-States,<=50K
56.333186827062015,Private,118115.72523921181,Assoc-voc,10.682629956494601,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019993152618408205,0.001963455319404602,53.15758025146155,United-States,>50K
76.06977860254212,Private,236568.21388782217,Masters,13.830926234917333,Married-civ-spouse,Prof-specialty,Wife,White,Female,-201.06158909905298,0.001955727934837341,53.36190763950102,United-States,<=50K
34.210733971550475,Private,137347.91449836147,11th,7.028955660896163,Married-civ-spouse,Transport-moving,Husband,White,Male,-0.0019914445877075196,0.0017271653413772584,52.77596698006332,United-States,<=50K
22.59395652667682,Private,225138.55312698561,HS-grad,9.198182318719175,Divorced,Prof-specialty,Not-in-family,White,Male,-0.0019989070892333983,0.0018465633392333984,40.001064315677766,United-States,<=50K
58.06453465371993,Private,129227.96280425723,Assoc-voc,10.488849106967274,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.001999753832817078,0.001960577130317688,40.00173883521665,United-States,<=50K
30.43839463834811,Private,281456.6704714698,HS-grad,9.266341130451186,Never-married,Adm-clerical,Other-relative,White,Female,-0.0019837794303894044,0.001880442500114441,40.00143366253484,United-States,<=50K
45.156710418138815,Self-emp-not-inc,220213.73114577954,10th,6.045214878583373,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-0.001973913788795471,0.001995676040649414,75.69135842286373,United-States,<=50K
57.411990283454315,Private,181925.66802383767,11th,5.244473069992646,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-0.0019923179149627687,0.001968031883239746,40.00183955538381,Mexico,<=50K
41.186762721584024,Self-emp-not-inc,120701.57936419622,Doctorate,5.302162237540625,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019989724159240724,0.0018008143901824952,40.00161912834752,United-States,<=50K
35.59862281139203,Self-emp-not-inc,217146.40670319594,Bachelors,13.032663515874013,Never-married,Sales,Other-relative,White,Female,-0.0019980942010879516,0.0019713659286499023,41.04364379438949,United-States,<=50K
44.70884106410298,Private,134981.50081430035,Bachelors,13.138894681437973,Never-married,Prof-specialty,Not-in-family,White,Female,-0.0019969037771224974,0.0018746087551116944,40.001763279915934,United-States,<=50K
34.669645125365044,Private,297616.08239680924,9th,13.322861932789241,Never-married,Transport-moving,Not-in-family,White,Male,-0.0019982494115829467,0.001965959906578064,81.7531370079552,United-States,<=50K
34.87640779238923,Private,91322.68908206897,Bachelors,13.012455474860214,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.001998966932296753,0.001943298578262329,81.92293206543616,United-States,>50K
57.79770469317175,Private,263656.8704904951,Masters,13.833606423615077,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.001999484658241272,0.0017348324060440063,28.486709226870246,United-States,>50K
55.1674013421611,Private,204918.5157146624,Some-college,9.794238335378335,Divorced,Other-service,Not-in-family,White,Female,-0.0019868338108062745,0.001955636024475098,37.377134239191044,United-States,<=50K
43.72412341668025,Self-emp-not-inc,305422.78960680455,Assoc-voc,10.544952211635026,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-0.0019997910261154174,0.0019346698522567749,40.00115003860105,United-States,<=50K
20.69495434209047,Private,214632.12259520573,Some-college,10.00582800223567,Divorced,Protective-serv,Own-child,White,Female,-0.0019913321733474733,0.0019791707992553712,40.00147009408582,United-States,<=50K
26.771417715101652,Private,74599.70049741532,Bachelors,13.282535455293672,Never-married,Exec-managerial,Not-in-family,White,Male,-0.001999182343482971,0.0017243903875350953,29.183478741768674,United-States,<=50K
42.38904348435379,Private,188266.73532917362,HS-grad,9.200179440371965,Married-civ-spouse,Adm-clerical,Husband,White,Male,-0.0019983257055282595,0.0018121405839920043,50.78210553386169,United-States,<=50K
56.90270758345744,Private,281335.72957575804,Some-college,9.975824742791072,Divorced,Machine-op-inspct,Not-in-family,Black,Female,-0.001998141050338745,0.001885318398475647,39.977123327384305,United-States,<=50K
35.00100560575997,Private,314292.29078067705,HS-grad,9.188233316734053,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.0019992018938064576,0.001620526432991028,40.00141547727693,United-States,<=50K
34.24484608125217,Private,153111.2515396739,HS-grad,9.165824977359375,Never-married,Exec-managerial,Not-in-family,White,Male,-0.001992198705673218,0.001933575987815857,72.07572980542788,United-States,<=50K
58.95100140189011,Private,139715.22737264988,9th,4.157670144739729,Married-civ-spouse,Transport-moving,Husband,White,Male,-0.0019990423917770387,0.001959153652191162,40.00198582089055,United-States,<=50K
24.83604552708285,Self-emp-inc,317302.26911130827,HS-grad,9.262018234954123,Never-married,Farming-fishing,Own-child,White,Female,-0.001965944528579712,0.0017040060758590698,40.00129130911935,United-States,<=50K
34.579550886127656,Private,208369.02880847562,Some-college,9.911501861036568,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019968773126602174,0.0018292360305786134,51.73950476610363,United-States,<=50K
45.15429704340244,Private,158192.6560387538,HS-grad,9.086799358307173,Divorced,Sales,Not-in-family,White,Male,-0.0019975346326828003,0.0019264374971389771,50.941930392783796,United-States,<=50K
35.72874690758193,Self-emp-inc,133117.62262773028,HS-grad,8.935967207962996,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0019988811016082766,0.001986408829689026,79.79719713342362,United-States,<=50K
25.021556238694505,Self-emp-not-inc,203931.93451647216,HS-grad,9.107550017852565,Never-married,Prof-specialty,Own-child,White,Male,-0.0019993940591812136,0.001900845766067505,22.324379677736424,United-States,<=50K
75.62895506163193,Private,278597.7270293817,Masters,13.664095394467312,Married-civ-spouse,Prof-specialty,Wife,Black,Male,-0.0019947936534881593,0.0019870378971099853,29.453345660977988,United-States,<=50K
44.173599506259016,Private,307547.71502444596,HS-grad,9.014253796074026,Separated,Handlers-cleaners,Unmarried,White,Male,-0.0019886178970336915,0.0019189907312393189,51.361754071295586,United-States,<=50K
42.92572166379722,Private,149889.8600512615,11th,7.065081043969733,Separated,Craft-repair,Husband,White,Male,-0.0019631503820419314,0.0017300477027893067,26.96114562322865,Mexico,<=50K
42.717276468881394,Private,217702.4374806148,HS-grad,9.156930671713447,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.001999908208847046,0.0019836984872817994,40.001388358474856,United-States,<=50K
74.69638534317893,Private,209064.92069685954,Assoc-acdm,12.055687507817074,Divorced,Exec-managerial,Not-in-family,White,Male,-0.0019995287656784056,0.001986538052558899,40.001871682287344,United-States,<=50K
70.5144475640609,Private,222296.63355720995,HS-grad,9.108685322551743,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.0019994502067565917,0.0019387376308441162,40.00116513204683,United-States,<=50K
26.6387232012515,Private,142115.22358046903,Assoc-acdm,5.700248094635894,Never-married,Protective-serv,Not-in-family,White,Male,-0.0019960657358169555,0.0019554094076156617,27.567509503507562,United-States,<=50K
27.080026296309924,private,185673.3575006099,HS-grad,9.197799463339903,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019998466968536377,0.0019590777158737184,40.00160284948457,United-States,<=50K
31.77644382907826,Private,308856.93670522573,Masters,13.756410493694592,Never-married,Protective-serv,Not-in-family,White,Female,-0.0019961032867431643,0.001909381151199341,40.001745549203044,United-States,<=50K
29.68232709367526,Private,314102.7068643202,Some-college,9.829533693538526,Divorced,Machine-op-inspct,Not-in-family,White,Female,-0.0019779465198516847,0.0017643543481826783,51.84216168784528,United-States,<=50K
26.146810345444145,Private,187339.45087210875,Some-college,9.952469544544911,Married-civ-spouse,Craft-repair,Own-child,White,Male,-0.001997275710105896,0.0018977314233779908,40.0016040754329,United-States,<=50K
43.64168404988655,private,136328.92618598044,Some-college,9.720543932362196,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0019992566108703613,0.0019766869544982912,75.8598694713653,United-States,>50K
58.15391675005283,Private,213845.1597572222,HS-grad,9.414983132625647,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019987165927886964,0.0019010465145111084,40.00157259070981,United-States,<=50K
39.53849180303848,Private,108228.33686560493,Some-college,9.783276186946072,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.0019985201358795166,0.0018713600635528564,37.18426331722401,United-States,<=50K
35.884224242304946,Self-emp-not-inc,154418.43255670238,HS-grad,9.054017945173769,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.001998910188674927,2164.32789013692,52.26701701751597,United-States,<=50K
74.61190544938185,Private,185017.54679642883,Bachelors,9.56747842137204,Married-spouse-absent,Other-service,Unmarried,White,Female,-0.0019861273765563966,0.0019691054821014404,74.2670620573246,United-States,<=50K
45.21474731361957,Private,309391.3881286383,HS-grad,9.074488741281947,Never-married,Machine-op-inspct,Own-child,Black,Female,-0.001995615005493164,0.0017697931528091431,40.001241611481795,United-States,<=50K
57.52192193902655,State-gov,424003.5418602645,Some-college,10.046974872105679,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-0.0019998929500579833,0.0018758713006973267,40.00168727219213,United-States,<=50K
26.493077761958155,Private,99233.2292700334,HS-grad,9.066232318681333,Never-married,Prof-specialty,Own-child,White,Male,-0.001997687816619873,0.0019346865415573121,25.86278715574873,United-States,<=50K
23.95552186826991,Private,306150.66643240117,HS-grad,9.301397056867987,Never-married,Craft-repair,Own-child,White,Male,-0.0019975106716156005,0.0016019989252090455,51.47114310052996,United-States,<=50K
58.829330912753015,Federal-gov,156160.08797610534,Bachelors,13.078566370324978,Married-civ-spouse,Prof-specialty,Wife,White,Female,-201.17144180345986,0.0019676593542098998,40.00190685868371,United-States,>50K
34.95913753426119,Private,104052.15633921305,Assoc-voc,10.308598299059122,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019959226846694945,0.001984723925590515,53.401718608726235,United-States,>50K
57.46185549564949,Self-emp-not-inc,202069.05411004214,HS-grad,9.131071651077091,Divorced,Prof-specialty,Not-in-family,White,Female,-0.0019981215000152586,0.001990626811981201,28.51360998094343,United-States,<=50K
73.45039748669326,private,147256.15424335908,Some-college,9.895697757336793,Married-civ-spouse,Transport-moving,Husband,White,Female,-201.01533532877602,0.0019512487649917603,52.450025660497715,United-States,>50K
35.06651634425651,private,142532.69008491735,HS-grad,9.152178368479305,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019996327161788943,0.0018767423629760744,40.001496579767355,United-States,<=50K
34.75555818305638,Local-gov,225717.7262846488,HS-grad,9.065009833755395,Married-civ-spouse,Adm-clerical,Husband,White,Female,-0.001995940089225769,0.0019087218046188355,40.00121421837915,United-States,<=50K
35.83310030663765,Private,105426.96563218159,HS-grad,9.160292564112316,Divorced,Craft-repair,Not-in-family,White,Male,-0.0019983673095703126,0.0019382443428039551,52.55437072522288,United-States,<=50K
