age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours per week,native-country,class
30.853591488051947,Private,124998.6617466169,Some-college,10.021623404660021,Never-married,Other-service,Husband,White,Male,-0.0019119104146957397,0.0015424283742904664,57.52553924045853,Peru,<=50K
48.89609104268646,Private,190013.80668342812,Bachelors,10.35733300021737,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0018075990676879883,-0.00024082188308238982,40.0019602173564,United-States,<=50K
48.33818830560554,Private,131626.79275728203,HS-grad,10.184403250737589,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-0.0019478091001510621,0.00019154244661331177,51.14018931582821,United-States,<=50K
35.111313005477,Private,144505.49992684173,Some-college,15.068399459559997,Never-married,Craft-repair,Unmarried,White,Male,-0.001730167865753174,0.0014734320640563965,61.44123870333908,United-States,<=50K
47.781066754456575,Private,169075.98574189356,HS-grad,9.779016608418159,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,-0.0019828753471374514,-0.0016841238737106323,52.60707745331822,United-States,<=50K
21.347099807760685,Private,227747.98988313257,HS-grad,10.227748151311532,Married-civ-spouse,Other-service,Not-in-family,White,Male,-0.0015980521440505983,0.000725897490978241,39.998953544139574,United-States,<=50K
38.01553156252851,Self-emp-inc,181427.7478822271,Bachelors,14.837428646487231,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-0.0014809073209762573,-0.0013377975225448608,40.00159507250758,Cuba,<=50K
41.2730165195413,Private,115469.56737055263,Preschool,10.272292740823504,Married-civ-spouse,Sales,Husband,Black,Male,-0.001932185173034668,0.0012293070554733278,40.00193674933882,United-States,<=50K
40.99505082011421,Private,85020.861315113,HS-grad,15.116181221578923,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-0.001907394051551819,0.0008833896517753601,40.00181007671328,United-States,<=50K
40.31457727402169,Private,119394.04636198058,HS-grad,10.105800967762981,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-0.0017173455953598024,0.0016245251893997194,39.999809045016484,United-States,<=50K
40.593654744006415,Private,138627.52046334592,HS-grad,9.956960146471811,Married-civ-spouse,Prof-specialty,Husband,White,Male,3.338110819458962e-05,-0.0011212131977081298,57.52195817487462,United-States,<=50K
36.91400496517637,Private,142033.2919038855,HS-grad,10.302974583877504,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0019130131006240845,0.0006100870370864868,40.0017247079608,United-States,<=50K
21.744178953458885,Private,179683.35239944275,Assoc-voc,9.684210005303168,Never-married,Craft-repair,Husband,White,Male,-0.001933834433555603,-0.0019557443857192995,40.001414977669434,Mexico,<=50K
40.830469901532645,Private,147343.6959598451,HS-grad,15.161013990043257,Married-civ-spouse,Sales,Husband,Black,Male,-0.0019908465147018433,0.0008458410501480103,40.00152658009501,United-States,<=50K
25.44971006772601,Private,151280.3712207821,Some-college,14.796277968124853,Never-married,Exec-managerial,Husband,White,Male,-0.0017766910791397095,-0.00026011499762535096,40.00136870336504,United-States,<=50K
24.814124966816486,Private,221461.82322555338,7th-8th,7.679983347192763,Married-civ-spouse,Other-service,Not-in-family,White,Male,-0.0019885654449462893,0.0009574649930000305,61.14199153276573,United-States,>50K
50.0932741691817,State-gov,78159.17882160723,HS-grad,10.242230651554024,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0018936454057693483,-0.00040720525383949283,40.00120602536173,Portugal,<=50K
27.90120962105389,Private,212768.23361781822,Bachelors,10.09329858941204,Never-married,Exec-managerial,Not-in-family,White,Male,-0.001820559024810791,-0.001556077837944031,40.00106185293169,Philippines,>50K
47.786310207425764,Private,132856.32182804917,Some-college,9.781237443705619,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.0018798412084579468,0.0013589578866958617,40.00120376753779,United-States,<=50K
38.12175276686682,Private,97703.82119783337,HS-grad,10.017455029136908,Married-civ-spouse,Sales,Husband,White,Male,-0.0019768296480178835,0.0013518785238265992,40.001713870763496,United-States,<=50K
33.130021402231456,Private,203116.97445794853,HS-grad,10.149950852041473,Married-civ-spouse,Exec-managerial,Husband,White,Female,-0.0019276424646377565,-0.0015431183576583862,40.00089446830721,United-States,<=50K
28.6377875379978,Private,93292.13440556427,HS-grad,10.34258056385667,Never-married,Adm-clerical,Husband,White,Male,-0.0017637385129928589,0.00023774373531341552,61.494805752519156,United-States,<=50K
37.44745441593059,Private,211763.93743910702,HS-grad,9.796283206576668,Never-married,Transport-moving,Husband,White,Male,-0.0014857203960418701,-0.00025605887174606323,56.419498711957935,United-States,<=50K
29.82209248420622,Private,239267.79590194908,11th,14.987952951410499,Married-spouse-absent,Sales,Husband,White,Female,-0.001239395260810852,-5.909699201583863e-05,39.999593841522646,United-States,<=50K
30.659549926941853,Private,170078.02794941128,11th,9.029311637481031,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-0.0019226658344268799,-0.0009617116451263428,57.7923112999121,Peru,<=50K
39.267347209690094,Private,249303.30348736097,Bachelors,12.143629795998551,Never-married,Machine-op-inspct,Husband,White,Male,-0.0019393064975738526,0.00022244380414485933,61.51361206090884,United-States,<=50K
43.823985744962584,Private,221709.8911016743,Assoc-voc,9.456770313408569,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-0.0016684415340423584,0.0004222731590270996,40.00066647970648,Ireland,<=50K
19.38354604537059,Private,214162.34799901803,Bachelors,12.914793389885483,Married-civ-spouse,Adm-clerical,Husband,White,Female,0.00023262448608875276,-0.0014788457155227662,40.001354907273964,United-States,>50K
48.096725932727296,Private,207515.65777540766,Bachelors,9.787531291337778,Never-married,Prof-specialty,Husband,White,Male,-0.0019489660263061525,-0.0016968681812286378,40.00180529785128,United-States,>50K
26.88040638923101,Private,147525.02457351243,HS-grad,10.347056617697325,Never-married,Exec-managerial,Husband,White,Male,-0.0019274846315383912,0.0005868034362792969,40.000010814524906,United-States,<=50K
19.95080753468728,Private,156790.49909097113,HS-grad,14.735759004075637,Never-married,Transport-moving,Not-in-family,White,Female,-0.0017907100915908814,-0.0008199816346168518,40.00049437436433,United-States,<=50K
52.98617948276537,Private,154964.17804239577,HS-grad,10.284797012391563,Married-civ-spouse,Other-service,Not-in-family,White,Male,-0.001985483169555664,-0.00044823369383811953,60.48832577787018,Germany,>50K
37.48295090701051,Private,168107.84920182524,Bachelors,10.13926474069404,Never-married,Exec-managerial,Husband,White,Male,-0.00037720805406570436,0.0016436116695404052,39.998671175241185,United-States,<=50K
40.479534517610375,Private,122987.14609799071,11th,10.215703259716587,Married-civ-spouse,Craft-repair,Own-child,White,Female,-0.0016882048845291138,-0.0013944112062454223,40.00007116080047,United-States,<=50K
28.561571775132116,Private,186165.8744564487,Some-college,10.37581794466325,Never-married,Sales,Husband,White,Male,-0.0018909128904342652,0.00020826448500156403,60.37679810944323,United-States,<=50K
39.950333814821235,Private,137918.58403915484,HS-grad,9.609467488193452,Divorced,Adm-clerical,Not-in-family,White,Male,-0.0018411235809326172,-0.0005579896569252015,61.51595446267126,England,<=50K
24.626628046124825,Private,175591.48086392682,Some-college,10.162278810131417,Never-married,Prof-specialty,Husband,White,Male,-0.0019004294872283936,-0.0005624710321426392,39.9998395560679,United-States,<=50K
31.398355521465792,Private,126024.10189002242,Some-college,14.978338796748785,Married-civ-spouse,Tech-support,Own-child,White,Male,-0.0019440525770187378,-0.0007625164389610291,40.00116192066641,United-States,<=50K
23.85642598162893,Private,214920.65205182374,Bachelors,10.33093453035856,Divorced,Exec-managerial,Husband,White,Male,-0.0019864554405212404,-0.0008956158757209778,40.00132277381392,United-States,<=50K
25.33368700649041,Private,172410.46704393264,HS-grad,9.010942759458828,Married-civ-spouse,Protective-serv,Husband,White,Female,-0.0014502309560775757,-0.0014880638122558593,40.00121913683386,United-States,<=50K
48.55344268337382,Private,97999.31834841096,HS-grad,10.242212391169558,Married-civ-spouse,Other-service,Husband,White,Male,-0.001944643497467041,1.8229514360427858e-05,40.001582993268684,Canada,<=50K
43.831599172922026,Private,147556.1405033588,11th,12.4420264037426,Married-civ-spouse,Other-service,Husband,White,Male,-0.0019687225818634034,-0.0016934850215911865,40.000884540319156,United-States,<=50K
19.914612556556456,Private,208893.99610551755,Bachelors,9.866727006271804,Never-married,Craft-repair,Husband,White,Female,-0.0010841118097305298,0.0009078311324119568,40.001415494203286,United-States,<=50K
18.020008518978376,Private,245595.77248015412,Preschool,9.907622297644533,Married-civ-spouse,Armed-Forces,Unmarried,White,Female,-0.0019317268133163452,-0.0006241720318794251,61.49477109942415,United-States,>50K
43.89866833001555,Private,78718.89730926293,Some-college,9.669318081590887,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.001964777946472168,-0.0006249335408210755,39.99904741179915,United-States,<=50K
30.082798649428053,Private,152222.50671795872,Bachelors,10.353152715747864,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-0.00010311810672283173,0.0015944399833679199,39.99906371659012,United-States,<=50K
22.09363658598401,Private,155040.12446909831,HS-grad,10.241592820599598,Divorced,Other-service,Unmarried,White,Male,-0.001582354784011841,0.00015493941307067872,61.96829900698066,United-States,>50K
38.37572952790232,Private,224566.34355339262,Some-college,10.344330140760384,Married-civ-spouse,Sales,Husband,White,Male,-0.0017587721347808837,0.00041117915511131286,40.001486616968826,United-States,<=50K
30.711222105158356,Private,179629.40648191294,HS-grad,12.375347724823026,Divorced,Prof-specialty,Not-in-family,White,Male,-0.001664755940437317,-0.0013276791572570802,40.00029734429689,United-States,<=50K
31.73383125517719,Private,141887.1052729749,HS-grad,14.699629141990403,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-0.00113883113861084,-0.0017486233711242675,40.00050790256233,United-States,<=50K
29.63800439725132,Private,152091.78687232314,Assoc-voc,14.954604391627852,Never-married,Prof-specialty,Not-in-family,White,Male,-0.00196001136302948,0.0004304428696632385,40.000735551237774,Puerto-Rico,<=50K
28.350000047618742,Private,166892.4939561787,Some-college,8.814615533539381,Never-married,Craft-repair,Not-in-family,White,Male,-0.0016141233444213867,-0.0006220739483833313,40.00126233732672,Nicaragua,<=50K
22.87601307187459,Private,164195.2260359201,HS-grad,9.29215310775129,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0019102375507354737,-0.0007169572114944458,40.00084945231648,United-States,<=50K
32.478218232466986,Private,144155.95617087244,HS-grad,9.81673578378827,Never-married,Exec-managerial,Not-in-family,White,Male,-0.001875921130180359,-0.0002955364882946015,40.001376102804855,Philippines,>50K
39.624389831136824,private,221053.51721748465,HS-grad,10.165802026117708,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-0.0019013198614120483,-0.00017698952555656434,62.47263204139762,United-States,<=50K
48.017868058935086,Private,146139.01051049324,Some-college,9.943074498193855,Never-married,Exec-managerial,Husband,White,Male,-0.0018355382680892945,-0.00019862769544124603,40.00086647587986,United-States,<=50K
20.462932362949108,Private,240244.48044631406,Some-college,15.000192363846402,Married-civ-spouse,Sales,Husband,White,Female,-0.0018489270210266114,-0.00038063749670982363,40.00116202843161,United-States,<=50K
22.286306004116614,Private,83178.7574778838,HS-grad,15.013199813000503,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0014421311616897583,-0.0017616515159606934,40.00076828777762,United-States,<=50K
41.12890311763719,Private,91845.21918195207,HS-grad,14.767638243402594,Married-civ-spouse,Sales,Husband,White,Male,-0.001973559856414795,0.0006834213137626649,40.000366012423946,United-States,<=50K
22.26480976927178,Private,191014.5594097514,HS-grad,10.039119662269327,Never-married,Prof-specialty,Husband,White,Male,-0.001664239525794983,-0.0015162445306777955,40.000264582454875,United-States,<=50K
27.804567200669958,Federal-gov,302330.4519555227,HS-grad,9.514566193686766,Divorced,Prof-specialty,Not-in-family,White,Male,-0.0019152051210403443,0.00012819109857082367,40.00107995295496,Nicaragua,<=50K
38.811299886775764,Private,250058.06234051427,Bachelors,14.712950944841998,Married-civ-spouse,Adm-clerical,Husband,White,Female,-0.0018543633222579956,0.0013335341215133668,40.00182392382593,United-States,<=50K
28.249751332749717,Private,149962.67869389307,HS-grad,14.928399802700818,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-0.001904524326324463,-0.0004835534393787384,40.001767658590985,United-States,<=50K
38.435042067604755,Private,122673.79124326506,11th,9.545814291873803,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.0018749419450759888,0.0013694733381271363,40.00180828154058,United-States,<=50K
26.355696272792983,Private,407297.9225998732,5th-6th,9.09802296029804,Divorced,Prof-specialty,Own-child,Black,Male,-0.0016376982927322388,0.0009444286823272705,39.99990851283045,El-Salvador,<=50K
30.03968683164446,Private,180250.4646562089,HS-grad,14.339169300918204,Married-civ-spouse,Sales,Husband,White,Male,-0.0019738602638244627,0.00046221616864204406,40.001797477841095,United-States,<=50K
31.732470162862832,Private,156382.11795052927,7th-8th,13.474415210765327,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-0.0010561316013336182,-0.00043397879600524903,39.999592754661755,United-States,<=50K
40.59992054933847,Private,76926.79537373457,Bachelors,9.642416107585797,Married-civ-spouse,Other-service,Husband,Black,Female,-0.00045066314935684207,0.001021731972694397,57.02218976409982,United-States,<=50K
39.40489798398751,Private,220523.20846632632,Bachelors,14.957936432981242,Married-civ-spouse,Sales,Husband,White,Male,-0.0019636880159378052,-0.0014519388675689698,40.001926794767094,United-States,<=50K
23.65190387450085,Private,103835.96569796719,HS-grad,10.07510526147395,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.0017864174842834473,-0.0019011389017105102,40.00173893022509,United-States,<=50K
37.07741453142582,Private,363482.38969591534,HS-grad,15.079815405500511,Married-civ-spouse,Sales,Husband,White,Male,-0.0014818270206451416,0.001351569414138794,40.00196293842764,United-States,<=50K
19.88487985578274,Private,190776.49462284194,Bachelors,10.34494213846187,Never-married,Armed-Forces,Husband,Asian-Pac-Islander,Female,-0.001622583270072937,-0.0017909623384475709,39.71470826277511,United-States,<=50K
43.614116158198684,Private,134479.11461007613,Bachelors,10.055700824223603,Never-married,Exec-managerial,Not-in-family,White,Male,-0.001894021272659302,-0.0006950916051864625,61.444516738666664,United-States,<=50K
32.88843763639121,Private,179129.85744848783,HS-grad,10.234894435219246,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-0.0018032746315002441,0.0007079190611839294,59.07101935322834,United-States,<=50K
29.99157751152876,Private,75763.89808489296,HS-grad,9.606528146473705,Never-married,Prof-specialty,Husband,White,Male,-0.001878998875617981,-0.00022208480536937714,40.001014888286306,Philippines,<=50K
39.68096237888709,Private,109468.07369301018,HS-grad,9.976977558567963,Married-civ-spouse,Exec-managerial,Husband,White,Female,-0.0019431470632553102,-0.0006585609316825866,51.286002535264025,United-States,<=50K
37.17565503777848,Private,70343.60095550766,HS-grad,10.371101818677648,Never-married,Exec-managerial,Husband,Black,Female,0.0007487782239913941,0.0005773001909255981,57.88912688625931,United-States,<=50K
37.77134287367074,Private,100924.16590225804,HS-grad,9.92581764094278,Married-civ-spouse,Prof-specialty,Husband,White,Male,-0.001961067795753479,0.0010105378627777099,40.000851004540635,United-States,<=50K
41.01042207279553,Private,143246.21146283147,HS-grad,14.813083866776996,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.001696513056755066,0.0004758119583129883,40.00019512602658,United-States,<=50K
20.292566569031212,Private,200487.55107061402,HS-grad,14.539772360572783,Married-civ-spouse,Adm-clerical,Husband,White,Male,-0.0019437053203582764,-0.00033502396941185,40.00166205477686,United-States,<=50K
29.140657891780208,Private,145488.4515225299,11th,9.631082851877146,Never-married,Exec-managerial,Not-in-family,White,Female,-0.0018644853830337524,-0.0001630961447954178,39.99933594030114,United-States,<=50K
23.423300604940888,Private,244929.11419717,HS-grad,10.331772675898444,Married-civ-spouse,Sales,Husband,Black,Male,-0.0010242584943771363,-0.0006820213198661804,61.18632906187594,United-States,>50K
47.33789308807378,Private,239902.0560353585,HS-grad,10.10879212866741,Never-married,Prof-specialty,Husband,White,Male,-0.001955228328704834,-0.0008493696451187134,40.00191492903204,United-States,<=50K
21.018210693542212,Private,43319.60596270341,HS-grad,9.387258316723262,Divorced,Exec-managerial,Not-in-family,Black,Female,-0.000817466914653778,-0.001008501648902893,39.99906890124054,United-States,>50K
46.873823444952684,Private,304641.059672571,HS-grad,10.132076195294516,Married-civ-spouse,Prof-specialty,Husband,Black,Male,-0.0019608622789382933,-0.0018889366388320924,40.00064176112385,Guatemala,>50K
34.59904258931765,Private,84072.36182880687,HS-grad,9.777736244002272,Married-civ-spouse,Sales,Husband,White,Male,-0.0018293403387069703,-0.0012023587226867676,40.00161028945418,United-States,<=50K
33.20504585372478,Private,77584.34446072104,Assoc-voc,9.778866616765146,Never-married,Exec-managerial,Not-in-family,White,Female,-0.001137448787689209,-0.001750767469406128,39.999192122161105,Mexico,<=50K
23.40199103480671,Private,200048.15511182326,Some-college,14.937148325414066,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,-0.0019600452184677123,-0.0016235880851745606,40.00143412530394,United-States,<=50K
20.076754201253973,Private,208374.57106487418,HS-grad,9.494232286072382,Married-civ-spouse,Exec-managerial,Husband,White,Female,-0.0019152995347976685,-0.001738900899887085,40.00110963487597,United-States,<=50K
34.04983940348795,Private,236839.0437150595,HS-grad,9.999795588426279,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,-0.001861414909362793,-0.0016940797567367553,39.99856117355795,United-States,<=50K
20.567956936373516,Private,198646.3785390139,HS-grad,10.25997950096987,Never-married,Transport-moving,Unmarried,White,Female,-0.001538599133491516,0.0007938292026519776,39.99890810525389,United-States,<=50K
18.984426102213547,Private,154649.71219668273,HS-grad,9.5255056907705,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,-0.0009807144403457641,-0.0018064754009246827,39.9986061948535,United-States,<=50K
45.152390879035636,Private,235907.08953578226,9th,10.202835246175667,Never-married,Exec-managerial,Not-in-family,White,Male,-0.00122980797290802,-0.0018474689722061159,40.00163565754862,United-States,<=50K
41.2569805105272,Private,141190.97413255525,HS-grad,10.165377517982492,Never-married,Sales,Not-in-family,White,Male,-0.001959396243095398,-0.0012714245319366455,40.001493077039434,United-States,<=50K
39.467190223624584,Self-emp-not-inc,316754.3899682594,Bachelors,14.963113940826984,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.0016764084100723267,0.0012786009311676026,60.182268905478224,United-States,<=50K
21.35533506698502,Private,169756.20629185744,12th,13.410764811414937,Married-spouse-absent,Prof-specialty,Husband,White,Male,-0.0012387256622314454,0.0015657036304473878,46.20710737868866,United-States,<=50K
65.04709098023761,Private,221448.7798961275,HS-grad,10.26562574620441,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-0.0017678989171981813,-0.0006026138663291932,60.49744175375641,United-States,<=50K
20.6544132395162,Private,168814.15466337645,HS-grad,8.793479901912827,Never-married,Prof-specialty,Husband,White,Male,-0.0019141154289245607,-0.0019366843700408937,39.99866174530955,United-States,<=50K
37.09664706943857,Self-emp-not-inc,315832.19380639715,HS-grad,10.019976061480714,Married-civ-spouse,Exec-managerial,Own-child,White,Female,-0.0007667234539985657,0.0006802128553390503,40.00115254282923,United-States,<=50K
37.997182669920704,Private,154749.22958589587,HS-grad,9.625700863109456,Married-civ-spouse,Sales,Own-child,White,Male,-0.001961013913154602,0.0014039818048477172,40.00192993545504,United-States,<=50K
23.978705597901193,Private,317581.3934504171,10th,13.392080020072578,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Female,-0.0010053268671035766,0.0010845861434936523,40.00192643320532,United-States,>50K
40.248304472317,Private,178113.6667667536,HS-grad,8.863854080075212,Married-civ-spouse,Sales,Not-in-family,White,Male,-0.0016822124719619751,0.0018483376502990722,39.999873449891524,United-States,<=50K
45.21541926137189,State-gov,236498.67135811373,Bachelors,10.305649516451599,Never-married,Craft-repair,Husband,White,Male,-0.0015939252376556397,-0.0015127905607223511,40.000336974411915,El-Salvador,>50K
22.31430641809377,Private,209884.29145386175,Assoc-voc,10.110538163422968,Divorced,Prof-specialty,Husband,White,Male,-0.0018340240716934204,-0.0008435296416282654,40.001789374947265,United-States,<=50K
50.976865536662146,State-gov,106176.58998719067,Some-college,14.34711020962098,Never-married,Prof-specialty,Husband,White,Male,-0.0019922637939453125,0.001432680606842041,39.99897757661314,United-States,<=50K
18.119760542510488,Private,224770.55334352294,HS-grad,6.411606193676113,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,-0.0014787473678588867,-0.0013074002265930176,40.00038589796395,Canada,>50K
47.92972895775673,Private,94674.2158379428,Some-college,10.344788787875258,Married-civ-spouse,Prof-specialty,Husband,Black,Male,-0.0006314126253128051,0.0007612485885620117,40.00185066771479,United-States,<=50K
40.151804333297605,Private,191552.11597782478,HS-grad,9.692556191899225,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-0.0018618266582489014,-0.0017954750061035156,40.001298042893126,United-States,<=50K
22.12169186340767,Private,192139.23924529212,Bachelors,9.784751071463278,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-0.001732392430305481,-0.0011833930015563965,40.0015338432786,United-States,<=50K
37.787429711311084,Private,247716.50776714293,HS-grad,9.543154459233017,Divorced,Adm-clerical,Not-in-family,White,Male,-0.0018622589111328125,-0.001696614980697632,60.7105302706467,United-States,<=50K
19.97786418087522,Private,241669.64121246844,HS-grad,9.339914601407271,Never-married,Exec-managerial,Husband,White,Male,-0.0018414411544799805,7.877258211374283e-05,40.00183126556845,United-States,<=50K
37.2280783065291,Private,157272.99569659558,HS-grad,10.183594358455764,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-0.00187594473361969,0.0003519063889980316,40.0016206469533,United-States,<=50K
34.67838305655704,private,158062.22369057641,HS-grad,10.322682180152915,Married-civ-spouse,Exec-managerial,Husband,White,Female,576.4332038025968,-0.0005395837426185608,61.57469072140636,United-States,<=50K
37.66704349848337,Private,209272.5933754445,HS-grad,9.290070126152253,Married-civ-spouse,Sales,Husband,White,Female,-0.001914802074432373,-0.0018501081466674805,40.0015329154727,United-States,<=50K
36.660736424382065,Self-emp-inc,203721.89577103712,HS-grad,9.983969026172586,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-0.0018191659450531006,0.001649161696434021,62.37105718423629,United-States,<=50K
36.87069197309819,private,254459.47129476126,Some-college,7.696566892763182,Divorced,Prof-specialty,Husband,White,Female,-0.0014490724802017213,-0.0003967414498329163,40.00032585009904,United-States,<=50K
